customer_id,signup_date,snapshot_date,tenure_months,country,industry,company_size,subscription_plan,contract_type,monthly_revenue,auto_renew,monthly_logins,active_days_last_30,avg_session_minutes,feature_usage_score,days_since_last_login,usage_change_30d,support_tickets_last_90d,avg_resolution_hours,customer_satisfaction_score,failed_payments_last_6m,payment_method,churn_probability,churn,revenue_per_login,support_ticket_rate,engagement_ratio,is_inactive,is_declining_usage,is_low_satisfaction,is_payment_risk,is_non_renewing
CUST_003151,2022-11-29,2026-06-30,43,Canada,Manufacturing,Small,Basic,Monthly,49.2,1,13,4,16.3,31.9,26,2.9,2,28.1,68.4,0,Credit Card,0.16999999999999998,0,3.784615384615385,0.6666666666666666,0.13333333333333333,1,0,0,0,0
CUST_003152,2025-04-22,2026-06-30,14,United Kingdom,Technology,Small,Basic,Monthly,46.73,0,21,12,12.3,34.4,18,-20.5,4,28.1,59.3,1,Credit Card,0.38,0,2.2252380952380952,1.3333333333333333,0.4,1,1,1,1,0
CUST_003153,2025-06-12,2026-06-30,12,United Kingdom,Technology,Enterprise,Enterprise,Annual,641.58,1,101,23,23.2,79.1,7,28.9,0,12.6,80.1,0,ACH,0.05,0,6.352277227722773,0.0,0.7666666666666667,0,0,0,0,0
CUST_003154,2022-07-08,2026-06-30,47,India,Finance,Small,Pro,Annual,103.39,1,45,18,17.5,46.5,12,11.7,5,27.2,72.0,0,Wire Transfer,0.1,0,2.2975555555555554,1.6666666666666667,0.6,0,0,0,0,0
CUST_003155,2026-01-28,2026-06-30,5,United Kingdom,Healthcare,Small,Pro,Annual,107.6,1,45,6,16.0,62.4,24,-20.7,1,33.6,77.9,0,Credit Card,0.27,1,2.391111111111111,0.3333333333333333,0.2,1,1,0,0,0
CUST_003156,2022-04-01,2026-06-30,50,India,Finance,Enterprise,Business,Monthly,242.03,1,60,21,22.7,67.3,9,13.3,2,20.5,77.3,0,ACH,0.05,0,4.033833333333333,0.6666666666666666,0.7,0,0,0,0,0
CUST_003157,2022-08-17,2026-06-30,46,India,Manufacturing,Small,Pro,Annual,109.25,0,23,16,14.5,46.7,14,24.7,3,27.8,69.5,2,ACH,0.18,0,4.75,1.0,0.5333333333333333,1,0,0,1,0
CUST_003158,2021-07-11,2026-06-30,59,United States,Manufacturing,Enterprise,Business,Monthly,252.04,0,41,20,22.5,75.5,10,-3.5,1,21.8,77.0,0,Credit Card,0.05,0,6.147317073170732,0.3333333333333333,0.6666666666666666,0,1,0,0,0
CUST_003159,2023-02-18,2026-06-30,40,United States,Professional Services,Small,Pro,Monthly,98.34,1,22,15,11.8,60.4,15,-0.3,2,18.6,77.0,0,ACH,0.05,0,4.47,0.6666666666666666,0.5,1,1,0,0,0
CUST_003160,2022-02-15,2026-06-30,52,United States,Healthcare,Small,Basic,Monthly,52.08,1,15,11,10.5,33.8,19,7.3,3,31.1,69.7,2,Credit Card,0.18,0,3.472,1.0,0.36666666666666664,1,0,0,1,0
CUST_003161,2025-10-31,2026-06-30,7,United States,Manufacturing,Small,Pro,Monthly,93.95,1,36,14,19.4,39.4,16,-0.2,2,21.1,68.4,0,Wire Transfer,0.05,0,2.6097222222222225,0.6666666666666666,0.4666666666666667,1,1,0,0,0
CUST_003162,2022-01-15,2026-06-30,53,United Kingdom,Manufacturing,Small,Business,Annual,249.42,1,65,18,21.4,63.9,12,24.3,0,29.2,67.6,0,Credit Card,0.05,0,3.8372307692307692,0.0,0.6,0,0,0,0,0
CUST_003163,2025-08-17,2026-06-30,10,United States,Professional Services,Enterprise,Business,Annual,247.05,1,65,15,19.3,85.7,15,5.1,1,21.2,74.4,0,ACH,0.05,0,3.800769230769231,0.3333333333333333,0.5,1,0,0,0,0
CUST_003164,2024-11-13,2026-06-30,19,United States,Manufacturing,Enterprise,Enterprise,Annual,611.51,1,77,27,35.8,97.1,3,9.3,1,5.8,72.4,0,ACH,0.05,0,7.941688311688312,0.3333333333333333,0.9,0,0,0,0,0
CUST_003165,2025-10-13,2026-06-30,8,United States,Finance,Mid-Market,Business,Annual,243.48,1,73,23,26.7,62.0,7,12.5,0,14.9,70.5,0,Credit Card,0.05,0,3.3353424657534245,0.0,0.7666666666666667,0,0,0,0,0
CUST_003166,2024-06-10,2026-06-30,24,Germany,Technology,Small,Basic,Monthly,47.68,1,26,10,6.0,32.7,20,6.6,3,25.5,59.8,0,Credit Card,0.2,1,1.833846153846154,1.0,0.3333333333333333,1,0,1,0,0
CUST_003167,2022-09-25,2026-06-30,45,Germany,Professional Services,Small,Basic,Monthly,48.07,1,12,10,8.5,49.4,20,1.8,1,31.5,62.3,0,Credit Card,0.05,0,4.005833333333333,0.3333333333333333,0.3333333333333333,1,0,0,0,0
CUST_003168,2025-02-04,2026-06-30,16,India,Manufacturing,Small,Basic,Monthly,48.29,1,17,8,10.3,34.9,22,-6.2,3,29.6,63.7,0,Credit Card,0.21999999999999997,0,2.8405882352941174,1.0,0.26666666666666666,1,1,0,0,0
CUST_003169,2022-05-17,2026-06-30,49,United States,Manufacturing,Small,Basic,Monthly,49.19,0,21,6,11.3,29.2,24,7.0,1,30.2,73.4,0,Credit Card,0.16999999999999998,0,2.3423809523809522,0.3333333333333333,0.2,1,0,0,0,0
CUST_003170,2023-06-08,2026-06-30,36,United States,Manufacturing,Small,Basic,Monthly,52.16,1,25,11,12.6,23.5,19,8.3,1,27.4,78.2,0,ACH,0.05,0,2.0864,0.3333333333333333,0.36666666666666664,1,0,0,0,0
CUST_003171,2023-04-29,2026-06-30,38,India,Manufacturing,Small,Pro,Monthly,88.33,1,39,12,14.9,51.5,18,8.2,1,22.6,68.5,0,Wire Transfer,0.05,0,2.264871794871795,0.3333333333333333,0.4,1,0,0,0,0
CUST_003172,2021-10-19,2026-06-30,56,Germany,Manufacturing,Small,Basic,Monthly,50.88,0,14,8,6.3,41.3,22,-34.6,1,35.0,60.6,0,ACH,0.27,0,3.6342857142857143,0.3333333333333333,0.26666666666666666,1,1,0,0,0
CUST_003173,2024-04-16,2026-06-30,26,United Kingdom,Professional Services,Mid-Market,Business,Annual,243.12,1,49,21,23.2,91.6,9,11.1,3,20.8,76.5,0,Credit Card,0.1,0,4.9616326530612245,1.0,0.7,0,0,0,0,0
CUST_003174,2024-09-20,2026-06-30,21,United Kingdom,Professional Services,Small,Pro,Annual,98.11,1,27,18,13.2,65.4,12,6.9,0,19.6,83.6,0,Credit Card,0.05,0,3.633703703703704,0.0,0.6,0,0,0,0,0
CUST_003175,2021-07-11,2026-06-30,59,United States,Finance,Small,Pro,Monthly,93.62,0,33,5,18.5,58.6,25,13.5,3,24.4,70.6,0,Credit Card,0.21999999999999997,0,2.836969696969697,1.0,0.16666666666666666,1,0,0,0,0
CUST_003176,2023-09-05,2026-06-30,33,India,Technology,Small,Basic,Monthly,49.11,1,15,10,12.3,34.2,20,-25.1,1,23.1,73.3,0,Wire Transfer,0.15000000000000002,0,3.274,0.3333333333333333,0.3333333333333333,1,1,0,0,0
CUST_003177,2023-05-24,2026-06-30,37,United Kingdom,Technology,Mid-Market,Business,Annual,244.13,1,47,18,29.3,66.1,12,-1.4,2,20.5,74.7,0,Credit Card,0.05,0,5.194255319148936,0.6666666666666666,0.6,0,1,0,0,0
CUST_003178,2024-12-16,2026-06-30,18,United Kingdom,Healthcare,Mid-Market,Pro,Monthly,97.89,1,39,15,21.5,53.0,15,7.8,0,23.4,78.0,1,ACH,0.13,0,2.5100000000000002,0.0,0.5,1,0,0,1,0
CUST_003179,2025-05-10,2026-06-30,13,United Kingdom,Professional Services,Small,Pro,Monthly,101.89,1,32,8,18.9,40.8,22,3.5,0,21.1,70.9,0,ACH,0.16999999999999998,0,3.1840625,0.0,0.26666666666666666,1,0,0,0,0
CUST_003180,2025-07-31,2026-06-30,10,United States,Professional Services,Enterprise,Pro,Monthly,102.15,1,38,11,14.7,61.9,19,14.7,3,16.1,69.2,0,ACH,0.1,0,2.6881578947368423,1.0,0.36666666666666664,1,0,0,0,0
CUST_003181,2025-04-25,2026-06-30,14,United States,Healthcare,Mid-Market,Pro,Annual,106.03,1,25,17,12.8,56.5,13,-1.2,0,23.0,66.8,0,Credit Card,0.05,0,4.2412,0.0,0.5666666666666667,0,1,0,0,0
CUST_003182,2025-06-15,2026-06-30,12,Germany,Finance,Small,Business,Annual,241.63,1,70,23,26.4,74.1,7,-28.9,1,20.9,64.1,0,Wire Transfer,0.15000000000000002,0,3.451857142857143,0.3333333333333333,0.7666666666666667,0,1,0,0,0
CUST_003183,2022-09-29,2026-06-30,45,Canada,Healthcare,Small,Basic,Monthly,50.67,0,22,7,11.8,23.6,23,-53.3,0,28.0,69.7,0,ACH,0.27,0,2.303181818181818,0.0,0.23333333333333334,1,1,0,0,0
CUST_003184,2026-02-16,2026-06-30,4,United States,Professional Services,Enterprise,Business,Annual,256.89,0,71,25,19.0,77.6,5,-20.2,0,22.5,81.6,1,ACH,0.23000000000000004,0,3.618169014084507,0.0,0.8333333333333334,0,1,0,1,0
CUST_003185,2023-04-28,2026-06-30,38,United States,Retail,Small,Basic,Annual,49.22,1,17,7,10.8,33.0,23,-18.4,3,23.7,61.3,0,Credit Card,0.32,1,2.8952941176470586,1.0,0.23333333333333334,1,1,0,0,0
CUST_003186,2021-10-01,2026-06-30,56,India,Technology,Small,Basic,Monthly,53.13,1,16,8,9.5,38.5,22,21.5,2,27.8,68.0,0,Credit Card,0.16999999999999998,0,3.320625,0.6666666666666666,0.26666666666666666,1,0,0,0,0
CUST_003187,2022-08-26,2026-06-30,46,United States,Finance,Small,Pro,Monthly,95.84,0,39,11,14.9,54.7,19,22.9,1,23.4,78.8,0,ACH,0.05,0,2.4574358974358974,0.3333333333333333,0.36666666666666664,1,0,0,0,0
CUST_003188,2024-06-07,2026-06-30,24,Canada,Retail,Small,Basic,Annual,49.37,1,24,6,10.7,43.1,24,18.9,0,33.8,68.0,0,Credit Card,0.16999999999999998,1,2.0570833333333334,0.0,0.2,1,0,0,0,0
CUST_003189,2026-02-14,2026-06-30,4,United Kingdom,Healthcare,Mid-Market,Basic,Annual,49.75,1,17,9,7.6,16.8,21,-1.2,2,37.6,56.5,1,Credit Card,0.35000000000000003,0,2.926470588235294,0.6666666666666666,0.3,1,1,1,1,0
CUST_003190,2022-04-25,2026-06-30,50,Australia,Professional Services,Mid-Market,Business,Annual,234.09,1,44,13,17.3,76.9,17,-32.1,0,23.2,81.9,0,Wire Transfer,0.15000000000000002,0,5.320227272727273,0.0,0.43333333333333335,1,1,0,0,0
CUST_003191,2026-05-26,2026-06-30,1,United Kingdom,Professional Services,Mid-Market,Pro,Monthly,105.26,0,31,14,23.6,61.9,16,-9.9,2,28.8,79.0,0,Wire Transfer,0.05,0,3.395483870967742,0.6666666666666666,0.4666666666666667,1,1,0,0,0
CUST_003192,2023-01-25,2026-06-30,41,India,Technology,Mid-Market,Basic,Monthly,48.74,0,24,9,9.3,36.6,21,34.3,2,36.1,66.5,1,Credit Card,0.25,1,2.0308333333333333,0.6666666666666666,0.3,1,0,0,1,0
CUST_003193,2023-02-12,2026-06-30,40,United States,Technology,Mid-Market,Basic,Annual,50.07,1,21,7,12.5,34.8,23,-19.9,1,21.3,69.5,0,Wire Transfer,0.27,1,2.3842857142857143,0.3333333333333333,0.23333333333333334,1,1,0,0,0
CUST_003194,2025-06-21,2026-06-30,12,India,Finance,Small,Pro,Annual,106.82,1,37,18,9.9,65.9,12,11.2,1,13.2,68.9,0,Credit Card,0.05,1,2.8870270270270266,0.3333333333333333,0.6,0,0,0,0,0
CUST_003195,2022-10-11,2026-06-30,44,India,Finance,Enterprise,Enterprise,Annual,605.44,1,83,23,24.7,82.5,7,-0.3,0,9.1,73.6,0,ACH,0.05,0,7.2944578313253015,0.0,0.7666666666666667,0,1,0,0,0
CUST_003196,2025-07-21,2026-06-30,11,Canada,Healthcare,Small,Pro,Monthly,99.2,1,46,13,12.4,45.1,17,-6.9,2,26.8,73.4,1,Credit Card,0.13,0,2.1565217391304348,0.6666666666666666,0.43333333333333335,1,1,0,1,0
CUST_003197,2025-04-21,2026-06-30,14,United Kingdom,Technology,Small,Pro,Monthly,99.33,1,27,12,12.3,55.0,18,-4.2,1,28.3,69.2,0,ACH,0.05,0,3.678888888888889,0.3333333333333333,0.4,1,1,0,0,0
CUST_003198,2022-06-04,2026-06-30,48,United States,Technology,Enterprise,Enterprise,Annual,568.9,1,90,24,26.1,98.2,6,18.5,0,13.8,80.3,0,ACH,0.05,0,6.321111111111111,0.0,0.8,0,0,0,0,0
CUST_003199,2021-08-08,2026-06-30,58,Canada,Professional Services,Enterprise,Enterprise,Annual,587.6,1,97,24,26.3,94.4,6,-32.4,1,11.4,76.4,1,Credit Card,0.23000000000000004,0,6.057731958762886,0.3333333333333333,0.8,0,1,0,1,0
CUST_003200,2025-02-10,2026-06-30,16,United States,Technology,Small,Business,Annual,247.11,1,64,18,25.2,84.9,12,4.0,2,20.0,76.8,0,ACH,0.05,0,3.86109375,0.6666666666666666,0.6,0,0,0,0,0
CUST_003201,2021-11-20,2026-06-30,55,United States,Professional Services,Small,Pro,Monthly,99.49,1,29,17,13.1,68.3,13,-41.9,2,22.0,76.0,0,ACH,0.15000000000000002,0,3.4306896551724138,0.6666666666666666,0.5666666666666667,0,1,0,0,0
CUST_003202,2021-12-04,2026-06-30,54,India,Finance,Small,Pro,Annual,105.82,1,40,18,7.4,51.3,12,-5.8,1,30.2,66.3,0,Credit Card,0.05,0,2.6454999999999997,0.3333333333333333,0.6,0,1,0,0,0
CUST_003203,2022-08-19,2026-06-30,46,United States,Finance,Mid-Market,Basic,Monthly,51.28,1,20,11,10.5,40.1,19,12.3,1,33.9,67.3,0,Credit Card,0.05,0,2.564,0.3333333333333333,0.36666666666666664,1,0,0,0,0
CUST_003204,2025-09-22,2026-06-30,9,United Kingdom,Technology,Small,Basic,Monthly,47.56,0,18,10,8.1,40.6,20,14.8,6,38.1,58.4,0,ACH,0.2,0,2.6422222222222222,2.0,0.3333333333333333,1,0,1,0,0
CUST_003205,2024-12-10,2026-06-30,18,United States,Technology,Small,Pro,Annual,98.88,1,38,11,22.1,60.0,19,8.2,1,32.7,68.2,0,Credit Card,0.05,0,2.6021052631578945,0.3333333333333333,0.36666666666666664,1,0,0,0,0
CUST_003206,2023-01-31,2026-06-30,40,United States,Finance,Small,Basic,Monthly,52.43,1,15,7,9.7,31.0,23,-3.7,1,31.6,63.5,0,ACH,0.16999999999999998,1,3.4953333333333334,0.3333333333333333,0.23333333333333334,1,1,0,0,0
CUST_003207,2021-07-03,2026-06-30,59,United States,Professional Services,Enterprise,Business,Annual,227.54,1,78,26,27.1,71.2,4,11.1,2,24.3,68.8,0,Credit Card,0.05,0,2.917179487179487,0.6666666666666666,0.8666666666666667,0,0,0,0,0
CUST_003208,2022-05-31,2026-06-30,48,United States,Professional Services,Enterprise,Business,Monthly,246.17,0,73,19,21.0,74.2,11,35.7,0,17.0,74.3,0,Credit Card,0.05,0,3.3721917808219177,0.0,0.6333333333333333,0,0,0,0,0
CUST_003209,2024-05-07,2026-06-30,25,United Kingdom,Technology,Enterprise,Business,Annual,232.74,1,53,21,19.6,83.1,9,10.5,0,19.6,78.3,0,ACH,0.05,0,4.391320754716982,0.0,0.7,0,0,0,0,0
CUST_003210,2025-04-04,2026-06-30,14,India,Technology,Mid-Market,Business,Annual,279.42,1,58,15,24.4,62.1,15,-46.0,1,22.8,74.3,1,Wire Transfer,0.23000000000000004,0,4.817586206896552,0.3333333333333333,0.5,1,1,0,1,0
CUST_003211,2021-09-11,2026-06-30,57,Canada,Technology,Small,Basic,Monthly,50.89,0,23,9,5.0,39.4,21,7.0,1,39.1,67.7,1,ACH,0.25,0,2.212608695652174,0.3333333333333333,0.3,1,0,0,1,0
CUST_003212,2025-01-21,2026-06-30,17,India,Manufacturing,Small,Pro,Monthly,96.54,0,39,11,20.5,47.6,19,22.0,2,27.9,63.7,0,Credit Card,0.05,0,2.4753846153846157,0.6666666666666666,0.36666666666666664,1,0,0,0,0
CUST_003213,2024-09-24,2026-06-30,21,United Kingdom,Technology,Small,Basic,Monthly,48.91,1,18,7,8.5,39.9,23,3.5,2,30.2,82.2,0,Credit Card,0.16999999999999998,0,2.717222222222222,0.6666666666666666,0.23333333333333334,1,0,0,0,0
CUST_003214,2021-09-03,2026-06-30,57,United Kingdom,Technology,Small,Basic,Monthly,46.99,0,13,0,3.8,32.0,30,-14.2,1,30.1,72.7,0,Wire Transfer,0.16999999999999998,0,3.6146153846153846,0.3333333333333333,0.0,1,1,0,0,0
CUST_003215,2023-08-27,2026-06-30,34,United States,Professional Services,Mid-Market,Pro,Monthly,108.86,0,28,13,18.1,60.3,17,25.0,3,31.5,66.4,0,Credit Card,0.1,0,3.887857142857143,1.0,0.43333333333333335,1,0,0,0,0
CUST_003216,2025-02-11,2026-06-30,16,United States,Professional Services,Small,Basic,Monthly,43.38,1,18,10,9.2,43.7,20,-2.3,3,29.6,66.4,0,Wire Transfer,0.1,0,2.41,1.0,0.3333333333333333,1,1,0,0,0
CUST_003217,2026-05-22,2026-06-30,1,India,Retail,Enterprise,Enterprise,Annual,608.81,1,115,27,25.2,70.5,3,-25.0,1,13.5,78.3,0,ACH,0.15000000000000002,0,5.294,0.3333333333333333,0.9,0,1,0,0,0
CUST_003218,2024-04-20,2026-06-30,26,United Kingdom,Technology,Small,Basic,Monthly,48.83,0,23,6,11.6,28.6,24,-0.1,1,28.4,69.5,1,Credit Card,0.25,0,2.1230434782608696,0.3333333333333333,0.2,1,1,0,1,0
CUST_003219,2021-07-27,2026-06-30,59,Canada,Finance,Small,Basic,Monthly,46.48,1,21,10,8.0,35.0,20,18.2,4,31.4,57.5,1,Credit Card,0.28,0,2.2133333333333334,1.3333333333333333,0.3333333333333333,1,0,1,1,0
CUST_003220,2024-04-15,2026-06-30,26,Australia,Technology,Mid-Market,Business,Monthly,245.87,1,67,22,24.8,70.8,8,0.5,1,15.0,80.3,0,ACH,0.05,0,3.6697014925373135,0.3333333333333333,0.7333333333333333,0,0,0,0,0
CUST_003221,2022-12-23,2026-06-30,42,United States,Retail,Mid-Market,Enterprise,Annual,550.46,0,56,22,29.5,78.6,8,-12.5,0,14.8,87.5,0,ACH,0.05,0,9.829642857142858,0.0,0.7333333333333333,0,1,0,0,0
CUST_003222,2025-03-03,2026-06-30,15,Australia,Manufacturing,Small,Pro,Monthly,106.77,0,37,16,17.8,55.8,14,12.1,0,20.7,77.5,0,ACH,0.05,0,2.8856756756756754,0.0,0.5333333333333333,1,0,0,0,0
CUST_003223,2022-08-08,2026-06-30,46,United States,Technology,Mid-Market,Business,Annual,249.32,1,63,18,20.8,63.9,12,13.2,0,18.0,76.5,0,ACH,0.05,0,3.9574603174603173,0.0,0.6,0,0,0,0,0
CUST_003224,2022-08-08,2026-06-30,46,India,Professional Services,Mid-Market,Business,Annual,260.39,1,45,16,15.9,85.1,14,-18.8,0,19.0,82.1,0,Credit Card,0.15000000000000002,0,5.786444444444444,0.0,0.5333333333333333,1,1,0,0,0
CUST_003225,2023-06-05,2026-06-30,36,United States,Healthcare,Small,Basic,Monthly,47.81,0,29,5,13.4,31.0,25,-7.1,1,29.7,65.0,0,Wire Transfer,0.16999999999999998,0,1.6486206896551725,0.3333333333333333,0.16666666666666666,1,1,0,0,0
CUST_003226,2022-08-15,2026-06-30,46,United States,Manufacturing,Small,Basic,Annual,52.29,1,20,8,7.0,31.2,22,-16.1,3,28.6,70.4,2,Wire Transfer,0.4,1,2.6145,1.0,0.26666666666666666,1,1,0,1,0
CUST_003227,2023-07-28,2026-06-30,35,Germany,Technology,Enterprise,Enterprise,Annual,600.04,1,99,20,22.0,100.0,10,3.9,0,11.0,81.1,0,Credit Card,0.05,1,6.0610101010101,0.0,0.6666666666666666,0,0,0,0,0
CUST_003228,2024-07-21,2026-06-30,23,United States,Finance,Small,Basic,Monthly,51.63,1,14,1,8.4,24.9,29,33.6,1,30.4,60.9,0,Credit Card,0.16999999999999998,0,3.687857142857143,0.3333333333333333,0.03333333333333333,1,0,0,0,0
CUST_003229,2022-10-15,2026-06-30,44,India,Technology,Small,Pro,Annual,101.81,1,37,15,13.3,45.1,15,29.0,4,19.6,64.8,0,Credit Card,0.1,0,2.751621621621622,1.3333333333333333,0.5,1,0,0,0,0
CUST_003230,2022-04-23,2026-06-30,50,United Kingdom,Manufacturing,Small,Basic,Monthly,48.92,1,18,9,13.6,34.3,21,1.1,1,26.0,62.9,0,Credit Card,0.16999999999999998,0,2.717777777777778,0.3333333333333333,0.3,1,0,0,0,0
CUST_003231,2022-04-13,2026-06-30,50,United States,Technology,Small,Basic,Monthly,51.45,0,27,7,7.4,38.4,23,-31.3,3,34.5,63.7,0,Credit Card,0.32,0,1.9055555555555557,1.0,0.23333333333333334,1,1,0,0,0
CUST_003232,2025-05-14,2026-06-30,13,United States,Finance,Enterprise,Enterprise,Annual,724.35,0,105,25,29.5,85.9,5,0.9,1,13.6,76.2,1,Credit Card,0.13,0,6.898571428571429,0.3333333333333333,0.8333333333333334,0,0,0,1,0
CUST_003233,2023-02-02,2026-06-30,40,India,Manufacturing,Small,Pro,Annual,93.4,1,36,15,18.2,40.0,15,-4.6,4,23.4,65.3,0,Credit Card,0.1,0,2.5944444444444446,1.3333333333333333,0.5,1,1,0,0,0
CUST_003234,2026-05-24,2026-06-30,1,United Kingdom,Manufacturing,Mid-Market,Business,Annual,247.5,0,45,14,22.2,74.1,16,-19.9,0,21.0,66.3,0,Credit Card,0.15000000000000002,0,5.5,0.0,0.4666666666666667,1,1,0,0,0
CUST_003235,2023-08-09,2026-06-30,34,India,Retail,Mid-Market,Pro,Monthly,92.6,0,26,5,20.1,53.9,25,19.7,2,25.5,66.8,0,Wire Transfer,0.16999999999999998,0,3.5615384615384613,0.6666666666666666,0.16666666666666666,1,0,0,0,0
CUST_003236,2023-08-10,2026-06-30,34,United States,Retail,Small,Pro,Annual,101.05,0,17,16,20.2,51.7,14,18.9,2,27.2,70.7,0,Credit Card,0.05,0,5.944117647058824,0.6666666666666666,0.5333333333333333,1,0,0,0,0
CUST_003237,2024-08-17,2026-06-30,22,India,Retail,Mid-Market,Enterprise,Annual,605.76,0,85,26,26.3,92.0,4,1.0,0,11.6,83.8,0,ACH,0.05,0,7.1265882352941174,0.0,0.8666666666666667,0,0,0,0,0
CUST_003238,2021-07-12,2026-06-30,59,United Kingdom,Retail,Enterprise,Business,Annual,273.19,1,65,21,23.5,82.3,9,-3.8,0,18.9,83.5,0,Credit Card,0.05,0,4.202923076923077,0.0,0.7,0,1,0,0,0
CUST_003239,2022-01-28,2026-06-30,53,United Kingdom,Finance,Enterprise,Enterprise,Annual,591.31,1,91,22,36.5,91.6,8,-18.9,0,11.8,75.8,1,Wire Transfer,0.23000000000000004,0,6.497912087912088,0.0,0.7333333333333333,0,1,0,1,0
CUST_003240,2026-03-23,2026-06-30,3,United States,Technology,Mid-Market,Pro,Annual,103.71,1,39,14,12.6,57.7,16,6.9,3,24.4,69.1,2,ACH,0.18,0,2.6592307692307693,1.0,0.4666666666666667,1,0,0,1,0
CUST_003241,2025-05-22,2026-06-30,13,United States,Healthcare,Small,Pro,Annual,88.71,1,50,17,11.4,57.7,13,14.1,3,24.7,59.9,0,ACH,0.2,0,1.7741999999999998,1.0,0.5666666666666667,0,0,1,0,0
CUST_003242,2025-05-23,2026-06-30,13,India,Technology,Small,Basic,Monthly,49.37,0,13,8,12.7,36.6,22,11.8,2,29.1,63.1,0,Credit Card,0.16999999999999998,0,3.7976923076923077,0.6666666666666666,0.26666666666666666,1,0,0,0,0
CUST_003243,2022-01-01,2026-06-30,53,India,Healthcare,Small,Pro,Monthly,94.69,0,28,12,13.0,51.7,18,3.9,0,19.8,68.9,0,ACH,0.05,0,3.3817857142857144,0.0,0.4,1,0,0,0,0
CUST_003244,2023-11-12,2026-06-30,31,United States,Healthcare,Mid-Market,Pro,Annual,101.93,1,36,14,23.9,56.6,16,35.5,1,23.8,69.2,1,Credit Card,0.13,0,2.831388888888889,0.3333333333333333,0.4666666666666667,1,0,0,1,0
CUST_003245,2022-10-31,2026-06-30,43,India,Technology,Small,Basic,Monthly,51.82,1,10,11,8.6,43.4,19,8.3,2,33.1,66.9,0,ACH,0.05,0,5.182,0.6666666666666666,0.36666666666666664,1,0,0,0,0
CUST_003246,2022-06-08,2026-06-30,48,United States,Manufacturing,Mid-Market,Pro,Monthly,96.03,0,34,14,12.3,49.3,16,-5.6,1,26.5,71.1,0,ACH,0.05,0,2.824411764705882,0.3333333333333333,0.4666666666666667,1,1,0,0,0
CUST_003247,2022-08-23,2026-06-30,46,United States,Manufacturing,Mid-Market,Pro,Monthly,101.68,1,31,10,13.9,43.5,20,-11.6,0,25.7,76.9,0,Wire Transfer,0.05,0,3.2800000000000002,0.0,0.3333333333333333,1,1,0,0,0
CUST_003248,2025-12-23,2026-06-30,6,United States,Retail,Small,Pro,Monthly,97.23,1,26,19,21.7,60.1,11,-21.5,1,26.9,70.0,0,Wire Transfer,0.15000000000000002,0,3.7396153846153846,0.3333333333333333,0.6333333333333333,0,1,0,0,0
CUST_003249,2025-09-22,2026-06-30,9,United States,Professional Services,Enterprise,Business,Annual,249.59,1,47,19,16.9,69.3,11,43.0,0,10.9,72.6,0,ACH,0.05,0,5.310425531914894,0.0,0.6333333333333333,0,0,0,0,0
CUST_003250,2024-06-21,2026-06-30,24,United States,Finance,Small,Basic,Monthly,50.01,0,15,5,8.6,39.3,25,16.3,3,33.0,63.1,0,Credit Card,0.21999999999999997,0,3.334,1.0,0.16666666666666666,1,0,0,0,0
CUST_003251,2024-10-01,2026-06-30,20,United States,Finance,Small,Pro,Monthly,94.03,1,30,12,15.0,42.7,18,26.2,0,24.3,81.3,0,Wire Transfer,0.05,0,3.134333333333333,0.0,0.4,1,0,0,0,0
CUST_003252,2022-09-28,2026-06-30,45,United States,Technology,Mid-Market,Pro,Annual,94.05,1,32,15,5.8,49.4,15,3.3,1,20.0,61.5,0,Credit Card,0.05,0,2.9390625,0.3333333333333333,0.5,1,0,0,0,0
CUST_003253,2025-08-24,2026-06-30,10,Germany,Healthcare,Small,Basic,Monthly,51.12,1,24,6,8.1,37.1,24,5.5,3,25.1,69.2,1,ACH,0.3,0,2.13,1.0,0.2,1,0,0,1,0
CUST_003254,2024-08-03,2026-06-30,22,Australia,Technology,Small,Basic,Monthly,47.34,1,23,3,9.2,31.9,27,-17.6,1,23.7,79.1,0,Credit Card,0.27,0,2.0582608695652174,0.3333333333333333,0.1,1,1,0,0,0
CUST_003255,2025-04-02,2026-06-30,14,Germany,Professional Services,Enterprise,Enterprise,Annual,637.33,0,96,26,26.5,95.2,4,-5.7,0,21.8,75.7,1,ACH,0.13,0,6.638854166666667,0.0,0.8666666666666667,0,1,0,1,0
CUST_003256,2025-06-27,2026-06-30,12,United States,Finance,Enterprise,Enterprise,Annual,545.84,1,100,25,32.9,98.0,5,-6.2,1,19.7,76.4,2,ACH,0.13,0,5.4584,0.3333333333333333,0.8333333333333334,0,1,0,1,0
CUST_003257,2025-07-25,2026-06-30,11,Germany,Healthcare,Mid-Market,Basic,Annual,51.29,1,13,8,13.2,33.3,22,-20.0,3,30.9,66.5,0,Credit Card,0.32,0,3.9453846153846155,1.0,0.26666666666666666,1,1,0,0,0
CUST_003258,2025-06-15,2026-06-30,12,United States,Healthcare,Small,Pro,Annual,99.04,1,39,10,16.6,53.2,20,10.2,0,28.4,68.5,0,Credit Card,0.05,0,2.5394871794871796,0.0,0.3333333333333333,1,0,0,0,0
CUST_003259,2023-08-22,2026-06-30,34,Germany,Finance,Small,Basic,Monthly,48.77,1,13,6,5.4,32.3,24,72.9,0,29.3,80.0,2,Credit Card,0.25,0,3.7515384615384617,0.0,0.2,1,0,0,1,0
